lg	contig	position	cM
4	Chr_04	4650977	28.322
4	Chr_04	4682566	28.322
4	Chr_04	4650636	28.322
4	Chr_04	4559053	28.322
4	Chr_04	4706044	28.322
4	Chr_04	4664672	28.322
4	Chr_04	4651249	28.322
4	Chr_04	4528610	28.322
4	Chr_04	4528436	28.322
4	Chr_04	4650807	28.322
4	Chr_04	4635259	28.322
4	Chr_04	6124520	29.498
4	Chr_04	6526751	29.498
4	Chr_04	6234187	29.498
4	Chr_04	6503481	29.498
4	Chr_04	6260232	29.498
4	Chr_04	6119726	29.498
4	Chr_04	6327785	29.498
4	Chr_04	6187517	29.498
4	Chr_04	6308091	29.498
4	Chr_04	6260516	29.498
4	Chr_04	6360149	29.498
4	Chr_04	6126715	29.498
4	Chr_04	6101058	29.498
4	Chr_04	6257732	29.498
4	Chr_04	6232815	29.498
4	Chr_04	6290507	29.498
4	Chr_04	6663691	29.498
4	Chr_04	6310084	29.498
4	Chr_04	6374079	29.498
4	Chr_04	6503316	29.498
4	Chr_04	6415657	29.498
4	Chr_04	6666179	29.498
4	Chr_04	6503015	29.498
4	Chr_04	6526321	29.498
4	Chr_04	6414924	29.498
4	Chr_04	6123263	29.498
4	Chr_04	6527205	29.498
4	Chr_04	6279211	29.498
4	Chr_04	6409909	29.498
4	Chr_04	6259974	29.498
4	Chr_04	6150465	29.498
4	Chr_04	6363187	29.498
4	Chr_04	6070771	29.498
4	Chr_04	6069275	29.498
4	Chr_04	6357884	29.498
4	Chr_04	6093473	29.498
4	Chr_04	6260866	29.498
4	Chr_04	6415333	29.498
4	Chr_04	6383874	29.498
4	Chr_04	6278874	29.498
4	Chr_04	6006132	29.498
4	Chr_04	6009699	29.498
4	Chr_04	5937723	29.498
4	Chr_04	5926111	29.498
4	Chr_04	5912244	29.498
4	Chr_04	5909913	29.498
4	Chr_04	5925568	29.498
4	Chr_04	5858542	29.498
4	Chr_04	5858388	29.498
4	Chr_04	5820483	29.498
4	Chr_04	5738987	29.498
4	Chr_04	5712058	29.498
4	Chr_04	5738806	29.498
4	Chr_04	5603227	29.498
4	Chr_04	5515310	29.498
4	Chr_04	5672457	29.498
4	Chr_04	5681529	29.498
4	Chr_04	5549549	29.498
4	Chr_04	5603391	29.498
4	Chr_04	5727457	29.498
4	Chr_04	5727676	29.498
4	Chr_04	5694239	29.498
4	Chr_04	5692077	29.498
4	Chr_04	5678150	29.498
4	Chr_04	5367647	29.498
4	Chr_04	5368373	29.498
4	Chr_04	5294791	29.498
4	Chr_04	5447780	29.498
4	Chr_04	5246900	29.498
4	Chr_04	5367488	29.498
4	Chr_04	5368766	29.498
4	Chr_04	5372599	29.498
4	Chr_04	5372434	29.498
4	Chr_04	5463061	29.498
4	Chr_04	5520598	29.498
4	Chr_04	5253094	29.498
4	Chr_04	5345433	29.498
4	Chr_04	5405444	29.498
4	Chr_04	5223987	29.498
4	Chr_04	5171838	29.498
4	Chr_04	5083005	29.498
4	Chr_04	5113802	29.498
4	Chr_04	5081896	29.498
4	Chr_04	5082082	29.498
4	Chr_04	5019003	29.498
4	Chr_04	5083399	29.498
4	Chr_04	5019202	29.498
4	Chr_04	5019385	29.498
4	Chr_04	5020099	29.498
4	Chr_04	4854035	29.498
4	Chr_04	4746444	29.498
4	Chr_04	4792474	29.498
4	Chr_04	4823536	29.498
4	Chr_04	4904659	29.498
4	Chr_04	4886699	29.498
4	Chr_04	4945884	29.498
4	Chr_04	4840874	29.498
4	Chr_04	4840625	29.498
4	Chr_04	4746246	29.498
4	Chr_04	4833366	29.498
4	Chr_04	4765851	29.498
4	Chr_04	7095601	30.675
4	Chr_04	6931069	30.675
4	Chr_04	7043117	30.675
4	Chr_04	7096361	30.675
4	Chr_04	7011402	30.675
4	Chr_04	6791003	30.675
4	Chr_04	6791654	30.675
4	Chr_04	6789677	30.675
4	Chr_04	6789829	30.675
4	Chr_04	6791331	30.675
4	Chr_04	6812913	30.675
4	Chr_04	14564459	31.851
4	Chr_04	15431906	31.851
4	Chr_04	14765672	31.851
4	Chr_04	9925615	31.851
4	Chr_04	14422229	31.851
4	Chr_04	14650963	31.851
4	Chr_04	10702148	31.851
4	Chr_04	14036107	31.851
4	Chr_04	14551879	31.851
4	Chr_04	15082330	31.851
4	Chr_04	15030607	31.851
4	Chr_04	14769186	31.851
4	Chr_04	14037753	31.851
4	Chr_04	9985253	31.851
4	Chr_04	10612712	31.851
4	Chr_04	10447672	31.851
4	Chr_04	14652926	31.851
4	Chr_04	9626751	31.851
4	Chr_04	10333006	31.851
4	Chr_04	9971141	31.851
4	Chr_04	10447859	31.851
4	Chr_04	10338197	31.851
4	Chr_04	10472763	31.851
4	Chr_04	14037524	31.851
4	Chr_04	10339593	31.851
4	Chr_04	9970932	31.851
4	Chr_04	10332818	31.851
4	Chr_04	15030340	31.851
4	Chr_04	14652288	31.851
4	Chr_04	15431600	31.851
4	Chr_04	14653561	31.851
4	Chr_04	14035658	31.851
4	Chr_04	15146317	31.851
4	Chr_04	14651204	31.851
4	Chr_04	10610306	31.851
4	Chr_04	14671099	31.851
4	Chr_04	14768010	31.851
4	Chr_04	15431756	31.851
4	Chr_04	10329585	31.851
4	Chr_04	9915168	31.851
4	Chr_04	14839232	31.851
4	Chr_04	14392939	31.851
4	Chr_04	14417999	31.851
4	Chr_04	14651498	31.851
4	Chr_04	14766897	31.851
4	Chr_04	10216049	31.851
4	Chr_04	14652475	31.851
4	Chr_04	14767183	31.851
4	Chr_04	14670566	31.851
4	Chr_04	10103634	31.851
4	Chr_04	14766460	31.851
4	Chr_04	15041579	31.851
4	Chr_04	15333308	31.851
4	Chr_04	10216545	31.851
4	Chr_04	9180957	31.851
4	Chr_04	8681786	31.851
4	Chr_04	8681612	31.851
4	Chr_04	8635009	31.851
4	Chr_04	8795166	31.851
4	Chr_04	8754555	31.851
4	Chr_04	9194391	31.851
4	Chr_04	9107005	31.851
4	Chr_04	8635459	31.851
4	Chr_04	8973161	31.851
4	Chr_04	9191549	31.851
4	Chr_04	7757023	31.851
4	Chr_04	7757190	31.851
4	Chr_04	7593098	31.851
4	Chr_04	7562055	31.851
4	Chr_04	7688207	31.851
4	Chr_04	7593328	31.851
4	Chr_04	7558882	31.851
4	Chr_04	7688734	31.851
4	Chr_04	7689125	31.851
4	Chr_04	7559074	31.851
4	Chr_04	7687839	31.851
4	Chr_04	7560280	31.851
4	Chr_04	7291892	31.851
4	Chr_04	7309458	31.851
4	Chr_04	7328385	31.851
4	Chr_04	7339875	31.851
4	Chr_04	7293907	31.851
4	Chr_04	7292342	31.851
4	Chr_04	7347194	31.851
4	Chr_04	7347482	31.851
4	Chr_04	7294076	31.851
4	Chr_04	20196667	33.028
4	Chr_04	19143157	33.028
4	Chr_04	20327283	33.028
4	Chr_04	20011378	33.028
4	Chr_04	17924764	33.028
4	Chr_04	18926125	33.028
4	Chr_04	18012568	33.028
4	Chr_04	17943354	33.028
4	Chr_04	18688422	33.028
4	Chr_04	18688221	33.028
4	Chr_04	19704356	33.028
4	Chr_04	18704363	33.028
4	Chr_04	18714719	33.028
4	Chr_04	18937239	33.028
4	Chr_04	17951238	33.028
4	Chr_04	17982988	33.028
4	Chr_04	18803083	33.028
4	Chr_04	17951443	33.028
4	Chr_04	18009067	33.028
4	Chr_04	18009322	33.028
4	Chr_04	18688017	33.028
4	Chr_04	18742078	33.028
4	Chr_04	18661051	33.028
4	Chr_04	18803337	33.028
4	Chr_04	18651908	33.028
4	Chr_04	18937402	33.028
4	Chr_04	18713291	33.028
4	Chr_04	18038086	33.028
4	Chr_04	18861912	33.028
4	Chr_04	18713464	33.028
4	Chr_04	18031387	33.028
4	Chr_04	18009529	33.028
4	Chr_04	18712770	33.028
4	Chr_04	16663789	33.028
4	Chr_04	16691739	33.028
4	Chr_04	16070105	33.028
4	Chr_04	17709926	33.028
4	Chr_04	16529154	33.028
4	Chr_04	17374661	33.028
4	Chr_04	16638107	33.028
4	Chr_04	16376336	33.028
4	Chr_04	17775631	33.028
4	Chr_04	16554240	33.028
4	Chr_04	16375858	33.028
4	Chr_04	17328964	33.028
4	Chr_04	16145239	33.028
4	Chr_04	16691495	33.028
4	Chr_04	16145413	33.028
4	Chr_04	16637957	33.028
4	Chr_04	16530126	33.028
4	Chr_04	16241364	33.028
4	Chr_04	17374424	33.028
4	Chr_04	16353060	33.028
4	Chr_04	16529364	33.028
4	Chr_04	16664219	33.028
4	Chr_04	17248073	33.028
4	Chr_04	16691997	33.028
4	Chr_04	17247892	33.028
4	Chr_04	16375626	33.028
4	Chr_04	17519247	33.028
4	Chr_04	16385384	33.028
4	Chr_04	16584595	33.028
4	Chr_04	16385147	33.028
4	Chr_04	16350860	33.028
4	Chr_04	16584000	33.028
4	Chr_04	16637383	33.028
4	Chr_04	17775269	33.028
4	Chr_04	16068849	33.028
4	Chr_04	16241524	33.028
4	Chr_04	16582890	33.028
4	Chr_04	17697210	33.028
4	Chr_04	16584831	33.028
4	Chr_04	17775449	33.028
4	Chr_04	16241681	33.028
4	Chr_04	16069084	33.028
4	Chr_04	16196781	33.028
4	Chr_04	17759161	33.028
4	Chr_04	15685065	33.028
4	Chr_04	17519408	33.028
4	Chr_04	9915506	33.028
4	Chr_04	16196947	33.028
4	Chr_04	17108022	33.028
4	Chr_04	16687641	33.028
4	Chr_04	16197097	33.028
4	Chr_04	15146153	33.028
4	Chr_04	16350680	33.028
4	Chr_04	14768501	33.028
4	Chr_04	14922398	33.028
4	Chr_04	15148526	33.028
4	Chr_04	20018503	34.204
4	Chr_04	19313525	34.204
4	Chr_04	20107451	34.204
4	Chr_04	20186498	34.204
4	Chr_04	20221549	34.204
4	Chr_04	20032486	34.204
4	Chr_04	20033965	34.204
4	Chr_04	20275963	34.204
4	Chr_04	20114978	34.204
4	Chr_04	20026603	34.204
4	Chr_04	20043726	34.204
4	Chr_04	19900069	34.204
4	Chr_04	20186046	34.204
4	Chr_04	20284222	34.204
4	Chr_04	20275813	34.204
4	Chr_04	20368822	34.204
4	Chr_04	19242913	34.204
4	Chr_04	20118491	34.204
4	Chr_04	20307990	34.204
4	Chr_04	20368387	34.204
4	Chr_04	20056392	34.204
4	Chr_04	20198740	34.204
4	Chr_04	20052722	34.204
4	Chr_04	19704666	34.204
4	Chr_04	20152572	34.204
4	Chr_04	20097820	34.204
4	Chr_04	20026381	34.204
4	Chr_04	19533454	34.204
4	Chr_04	19988993	34.204
4	Chr_04	20056145	34.204
4	Chr_04	20033651	34.204
4	Chr_04	20275432	34.204
4	Chr_04	20140090	34.204
4	Chr_04	19989256	34.204
4	Chr_04	19186508	34.204
4	Chr_04	20151724	34.204
4	Chr_04	19842395	34.204
4	Chr_04	20186204	34.204
4	Chr_04	20140240	34.204
4	Chr_04	19254511	34.204
4	Chr_04	20032827	34.204
4	Chr_04	20352595	34.204
4	Chr_04	20053274	34.204
4	Chr_04	20270305	34.204
4	Chr_04	20033039	34.204
4	Chr_04	19986913	34.204
4	Chr_04	20107255	34.204
4	Chr_04	20137757	34.204
4	Chr_04	19295801	34.204
4	Chr_04	20136822	34.204
4	Chr_04	20183728	34.204
4	Chr_04	19529399	34.204
4	Chr_04	20098470	34.204
4	Chr_04	19567665	34.204
4	Chr_04	19555302	34.204
4	Chr_04	19688471	34.204
4	Chr_04	19329296	34.204
4	Chr_04	19194499	34.204
4	Chr_04	19288074	34.204
4	Chr_04	19749965	34.204
4	Chr_04	19318014	34.204
4	Chr_04	19281202	34.204
4	Chr_04	19534540	34.204
4	Chr_04	19546042	34.204
4	Chr_04	19197742	34.204
4	Chr_04	19532234	34.204
4	Chr_04	20233446	34.204
4	Chr_04	19549233	34.204
4	Chr_04	19227851	34.204
4	Chr_04	19546474	34.204
4	Chr_04	20026215	34.204
4	Chr_04	19681782	34.204
4	Chr_04	19287840	34.204
4	Chr_04	19187245	34.204
4	Chr_04	19666290	34.204
4	Chr_04	19567819	34.204
4	Chr_04	19749713	34.204
4	Chr_04	19712139	34.204
4	Chr_04	19317819	34.204
4	Chr_04	19232909	34.204
4	Chr_04	19228433	34.204
4	Chr_04	19232640	34.204
4	Chr_04	20275189	34.204
4	Chr_04	19767004	34.204
4	Chr_04	19360273	34.204
4	Chr_04	19559413	34.204
4	Chr_04	19236171	34.204
4	Chr_04	20233866	34.204
4	Chr_04	19554366	34.204
4	Chr_04	19520453	34.204
4	Chr_04	19303628	34.204
4	Chr_04	19267429	34.204
4	Chr_04	19187053	34.204
4	Chr_04	20115158	34.204
4	Chr_04	19294574	34.204
4	Chr_04	19532081	34.204
4	Chr_04	19559635	34.204
4	Chr_04	19534712	34.204
4	Chr_04	19549942	34.204
4	Chr_04	19546303	34.204
4	Chr_04	19666098	34.204
4	Chr_04	19559232	34.204
4	Chr_04	19685750	34.204
4	Chr_04	19701296	34.204
4	Chr_04	19555026	34.204
4	Chr_04	20666118	35.381
4	Chr_04	20729846	35.381
4	Chr_04	20668213	35.381
4	Chr_04	20669033	35.381
4	Chr_04	20729687	35.381
4	Chr_04	20846760	35.381
4	Chr_04	20685477	35.381
4	Chr_04	20638596	35.381
4	Chr_04	20618831	35.381
4	Chr_04	20515831	35.381
4	Chr_04	20553978	35.381
4	Chr_04	20555994	35.381
4	Chr_04	20447600	35.381
4	Chr_04	20555714	35.381
4	Chr_04	20447250	35.381
4	Chr_04	20480773	35.381
4	Chr_04	20513579	35.381
4	Chr_04	20547308	35.381
4	Chr_04	20562474	35.381
4	Chr_04	20513059	35.381
4	Chr_04	20480438	35.381
4	Chr_04	20443171	35.381
4	Chr_04	20547144	35.381
4	Chr_04	20454303	35.381
4	Chr_04	20559458	35.381
4	Chr_04	20479346	35.381
4	Chr_04	20481219	35.381
4	Chr_04	20479590	35.381
4	Chr_04	20557174	35.381
4	Chr_04	20415692	35.381
4	Chr_04	21021364	36.557
4	Chr_04	21026624	36.557
4	Chr_04	21012969	36.557
4	Chr_04	21094223	36.557
4	Chr_04	21008618	36.557
4	Chr_04	21009452	36.557
4	Chr_04	21087913	36.557
4	Chr_04	21105680	36.557
4	Chr_04	21029660	36.557
4	Chr_04	21055092	36.557
4	Chr_04	21009635	36.557
4	Chr_04	20940539	36.557
4	Chr_04	20939744	36.557
4	Chr_04	21021562	36.557
4	Chr_04	20981785	36.557
4	Chr_04	20789969	36.557
4	Chr_04	20790882	36.557
4	Chr_04	20802615	36.557
4	Chr_04	20772699	36.557
4	Chr_04	20858306	36.557
4	Chr_04	20685324	36.557
4	Chr_04	20802827	36.557
4	Chr_04	20810213	36.557
4	Chr_04	20794375	36.557
4	Chr_04	20772440	36.557
4	Chr_04	20799672	36.557
4	Chr_04	20848471	36.557
4	Chr_04	20802275	36.557
4	Chr_04	20982037	36.557
4	Chr_04	20793157	36.557
4	Chr_04	20922958	36.557
4	Chr_04	20810404	36.557
4	Chr_04	20859161	36.557
4	Chr_04	20864187	36.557
4	Chr_04	20794067	36.557
4	Chr_04	21726288	37.734
4	Chr_04	21826714	37.734
4	Chr_04	21179019	37.734
4	Chr_04	21235448	37.734
4	Chr_04	21158339	37.734
4	Chr_04	21298832	37.734
4	Chr_04	21174918	37.734
4	Chr_04	21288365	37.734
4	Chr_04	21240197	37.734
4	Chr_04	22039257	38.91
4	Chr_04	21954861	38.91
4	Chr_04	21951272	38.91
4	Chr_04	22008384	38.91
4	Chr_04	21900213	38.91
4	Chr_04	21849264	38.91
4	Chr_04	21849113	38.91
4	Chr_04	21640651	38.91
4	Chr_04	21766773	38.91
4	Chr_04	21569075	38.91
4	Chr_04	21616391	38.91
4	Chr_04	21794989	38.91
4	Chr_04	21745772	38.91
4	Chr_04	21794728	38.91
4	Chr_04	21745400	38.91
4	Chr_04	21841820	38.91
4	Chr_04	21612410	38.91
4	Chr_04	21770243	38.91
4	Chr_04	21793472	38.91
4	Chr_04	21795207	38.91
4	Chr_04	21620694	38.91
4	Chr_04	21531747	38.91
4	Chr_04	21747936	38.91
4	Chr_04	21994341	40.087
4	Chr_04	22018864	40.087
4	Chr_04	22045323	40.087
4	Chr_04	22003557	40.087
4	Chr_04	21954000	40.087
4	Chr_04	21954327	41.263
4	Chr_04	22101040	42.44
4	Chr_04	22352642	43.617
4	Chr_04	22330935	43.617
4	Chr_04	22320712	43.617
4	Chr_04	22321315	43.617
4	Chr_04	22207601	43.617
4	Chr_04	22346138	43.617
4	Chr_04	22155419	43.617
4	Chr_04	22380460	44.793
4	Chr_04	22450768	44.793
4	Chr_04	22377541	44.793
4	Chr_04	22375493	44.793
4	Chr_04	22375270	44.793
4	Chr_04	22375072	44.793
4	Chr_04	22377218	44.793
4	Chr_04	22370755	44.793
4	Chr_04	22366701	44.793
4	Chr_04	22482908	44.793
4	Chr_04	22368641	44.793
4	Chr_04	22380276	44.793
4	Chr_04	22293759	45.97
4	Chr_04	22640822	45.97
4	Chr_04	22805384	45.97
4	Chr_04	22617405	45.97
4	Chr_04	22824416	45.97
4	Chr_04	22782810	45.97
4	Chr_04	22758459	45.97
4	Chr_04	22677495	45.97
4	Chr_04	22822846	45.97
4	Chr_04	22805082	45.97
4	Chr_04	22759101	45.97
4	Chr_04	22824145	45.97
4	Chr_04	22759533	45.97
4	Chr_04	22822647	45.97
4	Chr_04	22630285	45.97
4	Chr_04	22863321	45.97
4	Chr_04	22760371	45.97
4	Chr_04	22759271	45.97
4	Chr_04	22772732	45.97
4	Chr_04	22617194	45.97
4	Chr_04	22608068	45.97
4	Chr_04	22760967	45.97
4	Chr_04	22641272	45.97
4	Chr_04	22833177	45.97
4	Chr_04	22607801	45.97
4	Chr_04	22621020	45.97
4	Chr_04	22531595	45.97
4	Chr_04	22330406	45.97
4	Chr_04	22612237	45.97
4	Chr_04	22474024	45.97
4	Chr_04	22761680	45.97
4	Chr_04	22947805	48.351
4	Chr_04	23099312	48.351
4	Chr_04	22947625	48.351
4	Chr_04	22900630	48.351
4	Chr_04	23104139	48.351
4	Chr_04	22902430	48.351
4	Chr_04	22937406	48.351
4	Chr_04	22947108	48.351
4	Chr_04	23104647	48.351
4	Chr_04	22946569	48.351
4	Chr_04	23110553	48.351
4	Chr_04	22934956	48.351
4	Chr_04	22952554	48.351
5	Chr_05	1619648	0
5	Chr_05	964488	0
5	Chr_05	197509	0
5	Chr_05	213125	0
5	Chr_05	199349	0
5	Chr_05	221874	0
5	Chr_05	222045	0
5	Chr_05	222201	0
5	Chr_05	149613	0
5	Chr_05	266730	0
5	Chr_05	44531	0
5	Chr_05	285727	0
5	Chr_05	283651	0
5	Chr_05	295740	0
5	Chr_05	295547	0
5	Chr_05	330563	1.177
5	Chr_05	324934	1.177
5	Chr_05	599139	1.177
5	Chr_05	484257	1.177
5	Chr_05	424284	1.177
5	Chr_05	821533	1.177
5	Chr_05	359854	1.177
5	Chr_05	548872	1.177
5	Chr_05	425289	1.177
5	Chr_05	526449	1.177
5	Chr_05	327957	1.177
5	Chr_05	497103	1.177
5	Chr_05	595517	1.177
5	Chr_05	421122	1.177
5	Chr_05	589379	1.177
5	Chr_05	431549	1.177
5	Chr_05	424753	1.177
5	Chr_05	485298	1.177
5	Chr_05	786032	1.177
5	Chr_05	681428	1.177
5	Chr_05	864512	1.177
5	Chr_05	656482	1.177
5	Chr_05	753036	1.177
5	Chr_05	794754	1.177
5	Chr_05	673995	1.177
5	Chr_05	656302	1.177
5	Chr_05	795578	1.177
5	Chr_05	678430	1.177
5	Chr_05	649333	1.177
5	Chr_05	674456	1.177
5	Chr_05	1028063	1.177
5	Chr_05	982456	1.177
5	Chr_05	921990	1.177
5	Chr_05	964278	1.177
5	Chr_05	983327	1.177
5	Chr_05	1033604	1.177
5	Chr_05	1006421	1.177
5	Chr_05	919634	1.177
5	Chr_05	1088302	1.177
5	Chr_05	1050754	1.177
5	Chr_05	1125915	1.177
5	Chr_05	1110724	1.177
5	Chr_05	1114315	1.177
5	Chr_05	1104498	1.177
5	Chr_05	1114022	1.177
5	Chr_05	1124233	1.177
5	Chr_05	1123926	1.177
5	Chr_05	1561270	1.177
5	Chr_05	1211470	1.177
5	Chr_05	1429284	1.177
5	Chr_05	1490545	1.177
5	Chr_05	1211865	1.177
5	Chr_05	1490712	1.177
5	Chr_05	1172225	1.177
5	Chr_05	1390037	1.177
5	Chr_05	1172621	1.177
5	Chr_05	1522323	1.177
5	Chr_05	1288892	1.177
5	Chr_05	1191674	1.177
5	Chr_05	1175270	1.177
5	Chr_05	1469011	1.177
5	Chr_05	1256918	1.177
5	Chr_05	1289509	1.177
5	Chr_05	1522548	1.177
5	Chr_05	1473277	1.177
5	Chr_05	1404067	1.177
5	Chr_05	1201059	1.177
5	Chr_05	1457091	1.177
5	Chr_05	1411320	1.177
5	Chr_05	1293631	1.177
5	Chr_05	1473529	1.177
5	Chr_05	1217226	1.177
5	Chr_05	1165055	1.177
5	Chr_05	1207677	1.177
5	Chr_05	1403909	1.177
5	Chr_05	1208013	1.177
5	Chr_05	1224193	1.177
5	Chr_05	1219360	1.177
5	Chr_05	1400608	1.177
5	Chr_05	1413993	1.177
5	Chr_05	1432311	1.177
5	Chr_05	1411159	1.177
5	Chr_05	1224754	1.177
5	Chr_05	1567653	1.177
5	Chr_05	1675002	1.177
5	Chr_05	1614885	1.177
5	Chr_05	1605578	1.177
5	Chr_05	1674680	1.177
5	Chr_05	1646258	1.177
5	Chr_05	1718367	1.177
5	Chr_05	1143374	1.177
5	Chr_05	1619325	1.177
5	Chr_05	1605421	1.177
5	Chr_05	1675532	1.177
5	Chr_05	1568134	1.177
5	Chr_05	1567969	1.177
5	Chr_05	1588716	1.177
5	Chr_05	679616	1.177
5	Chr_05	1788757	1.177
5	Chr_05	1782692	1.177
5	Chr_05	1568546	1.177
5	Chr_05	1293342	2.353
5	Chr_05	1869636	2.353
5	Chr_05	1904098	3.53
5	Chr_05	1884288	3.53
5	Chr_05	1945362	3.53
5	Chr_05	1942604	3.53
5	Chr_05	1981548	3.53
5	Chr_05	2041254	3.53
5	Chr_05	1971907	3.53
5	Chr_05	1981707	3.53
5	Chr_05	1985573	3.53
5	Chr_05	2039698	3.53
5	Chr_05	2004262	3.53
5	Chr_05	2039546	3.53
5	Chr_05	1973325	3.53
5	Chr_05	1972590	3.53
5	Chr_05	1986287	3.53
5	Chr_05	2039935	3.53
5	Chr_05	2037110	3.53
5	Chr_05	1973166	3.53
5	Chr_05	1973515	3.53
5	Chr_05	1993548	3.53
5	Chr_05	1993729	3.53
5	Chr_05	2036897	3.53
5	Chr_05	2103002	3.53
5	Chr_05	2157946	3.53
5	Chr_05	2102571	4.706
5	Chr_05	2102747	4.706
5	Chr_05	2098956	4.706
5	Chr_05	2059004	4.706
5	Chr_05	2074257	4.706
5	Chr_05	2135804	4.706
5	Chr_05	2087204	4.706
5	Chr_05	2054071	4.706
5	Chr_05	2082183	4.706
5	Chr_05	2176513	4.706
5	Chr_05	2059223	4.706
5	Chr_05	2135441	4.706
5	Chr_05	2159223	4.706
5	Chr_05	2148170	4.706
5	Chr_05	2103327	4.706
5	Chr_05	2082714	4.706
5	Chr_05	2179914	4.706
5	Chr_05	2180313	4.706
5	Chr_05	2176680	4.706
5	Chr_05	2159535	5.883
5	Chr_05	2395874	5.883
5	Chr_05	2396026	5.883
5	Chr_05	2389741	5.883
5	Chr_05	2249149	5.883
5	Chr_05	2362277	5.883
5	Chr_05	2504599	5.883
5	Chr_05	2285604	5.883
5	Chr_05	2263488	5.883
5	Chr_05	2249541	5.883
5	Chr_05	2263286	5.883
5	Chr_05	2250915	5.883
5	Chr_05	2249304	5.883
5	Chr_05	2267617	5.883
5	Chr_05	2481171	5.883
5	Chr_05	2277377	5.883
5	Chr_05	2285931	5.883
5	Chr_05	2333048	5.883
5	Chr_05	2268810	5.883
5	Chr_05	2268651	5.883
5	Chr_05	2529644	5.883
5	Chr_05	2725015	7.059
5	Chr_05	2596803	8.236
5	Chr_05	2742320	8.236
5	Chr_05	2734363	8.236
5	Chr_05	2625124	8.236
5	Chr_05	2729514	8.236
5	Chr_05	2597168	8.236
5	Chr_05	2713660	8.236
5	Chr_05	2758464	8.236
5	Chr_05	2589376	8.236
5	Chr_05	2598780	8.236
5	Chr_05	2742547	8.236
5	Chr_05	2673413	8.236
5	Chr_05	2702396	8.236
5	Chr_05	2589208	8.236
5	Chr_05	2722218	8.236
5	Chr_05	2742151	8.236
5	Chr_05	2598057	8.236
5	Chr_05	2597320	8.236
5	Chr_05	2673755	8.236
5	Chr_05	2633707	8.236
5	Chr_05	2584385	8.236
5	Chr_05	2734195	8.236
5	Chr_05	2758694	8.236
5	Chr_05	2725527	8.236
5	Chr_05	2721507	8.236
5	Chr_05	2599510	8.236
5	Chr_05	2721855	8.236
5	Chr_05	2836565	8.236
5	Chr_05	2818087	8.236
5	Chr_05	2765862	8.236
5	Chr_05	2764230	8.236
5	Chr_05	2823802	8.236
5	Chr_05	2835185	8.236
5	Chr_05	2867115	8.236
5	Chr_05	3067413	8.236
5	Chr_05	3083804	8.236
5	Chr_05	3084059	8.236
5	Chr_05	2960143	8.236
5	Chr_05	2979555	8.236
5	Chr_05	2974050	8.236
5	Chr_05	3100814	9.412
5	Chr_05	3100369	9.412
5	Chr_05	3195033	9.412
5	Chr_05	3212489	10.589
5	Chr_05	3221881	10.589
5	Chr_05	3222062	10.589
5	Chr_05	3221708	10.589
5	Chr_05	3212187	10.589
5	Chr_05	3212767	10.589
5	Chr_05	3336255	11.765
5	Chr_05	3331133	11.765
5	Chr_05	3408218	11.765
5	Chr_05	3293605	11.765
5	Chr_05	3362896	11.765
5	Chr_05	3330090	11.765
5	Chr_05	3372080	11.765
5	Chr_05	3398066	11.765
5	Chr_05	3293884	11.765
5	Chr_05	3398348	11.765
5	Chr_05	3397799	11.765
5	Chr_05	3407883	11.765
5	Chr_05	3463366	11.765
5	Chr_05	3462261	11.765
5	Chr_05	3363103	11.765
5	Chr_05	3553655	11.765
5	Chr_05	3557224	11.765
5	Chr_05	3514070	11.765
5	Chr_05	3475732	11.765
5	Chr_05	3532240	11.765
5	Chr_05	3553398	11.765
5	Chr_05	3462424	11.765
5	Chr_05	3475533	11.765
5	Chr_05	3546773	11.765
5	Chr_05	3457179	11.765
5	Chr_05	3547433	11.765
5	Chr_05	3481302	11.765
5	Chr_05	3446142	11.765
5	Chr_05	3531895	11.765
5	Chr_05	3600780	11.765
5	Chr_05	3685890	11.765
5	Chr_05	3600213	11.765
5	Chr_05	3589173	11.765
5	Chr_05	3590332	11.765
5	Chr_05	3593919	11.765
5	Chr_05	3597461	11.765
5	Chr_05	3562725	11.765
5	Chr_05	3597648	11.765
5	Chr_05	3649766	11.765
5	Chr_05	3648639	11.765
5	Chr_05	3660920	11.765
5	Chr_05	3676662	11.765
5	Chr_05	3738150	11.765
5	Chr_05	3621693	11.765
5	Chr_05	3685002	11.765
5	Chr_05	3660160	11.765
5	Chr_05	3648865	11.765
5	Chr_05	3620548	11.765
5	Chr_05	3732043	11.765
5	Chr_05	3643664	11.765
5	Chr_05	3727684	11.765
5	Chr_05	3649942	11.765
5	Chr_05	3642010	11.765
5	Chr_05	3620698	11.765
5	Chr_05	3728016	11.765
5	Chr_05	3593634	11.765
5	Chr_05	3647637	11.765
5	Chr_05	3732358	11.765
5	Chr_05	3819875	11.765
5	Chr_05	3819644	11.765
5	Chr_05	3749678	11.765
5	Chr_05	3766674	11.765
5	Chr_05	3860294	11.765
5	Chr_05	3904754	11.765
5	Chr_05	3865827	11.765
5	Chr_05	3860683	11.765
5	Chr_05	4028624	11.765
5	Chr_05	4073752	11.765
5	Chr_05	3963873	11.765
5	Chr_05	4057843	11.765
5	Chr_05	4075902	11.765
5	Chr_05	4061269	11.765
5	Chr_05	4076290	11.765
5	Chr_05	4058011	11.765
5	Chr_05	4009767	11.765
5	Chr_05	4009604	11.765
5	Chr_05	4058635	11.765
